date,state,parlimen,sex,age,ethnicity,population
2022-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,noncitizen,14.6
2022-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,94.8
2022-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,93.7
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.344
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,citizen,129.1
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,noncitizen,3.244
2020-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,64.786
2020-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.558
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.3
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,citizen,129.3
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,noncitizen,3.1
2021-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,64.8
2021-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.5
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.2
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,citizen,129.4
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,noncitizen,2.9
2022-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,64.9
2022-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.3
2020-01-01,Perak,P.054 Gerik,both,overall,overall,56.81
2020-01-01,Perak,P.054 Gerik,both,overall,citizen,55.409
2020-01-01,Perak,P.054 Gerik,both,overall,noncitizen,1.401
2020-01-01,Perak,P.054 Gerik,female,overall,overall,27.043
2020-01-01,Perak,P.054 Gerik,male,overall,overall,29.767
2021-01-01,Perak,P.054 Gerik,both,overall,overall,57.3
2021-01-01,Perak,P.054 Gerik,both,overall,citizen,55.9
2021-01-01,Perak,P.054 Gerik,both,overall,noncitizen,1.4
2021-01-01,Perak,P.054 Gerik,female,overall,overall,27.3
2021-01-01,Perak,P.054 Gerik,male,overall,overall,30.0
2022-01-01,Perak,P.054 Gerik,both,overall,overall,57.4
2022-01-01,Perak,P.054 Gerik,both,overall,citizen,56.1
2022-01-01,Perak,P.054 Gerik,both,overall,noncitizen,1.2
2022-01-01,Perak,P.054 Gerik,female,overall,overall,27.5
2022-01-01,Perak,P.054 Gerik,male,overall,overall,29.9
2020-01-01,Perak,P.055 Lenggong,both,overall,overall,37.428
2020-01-01,Perak,P.055 Lenggong,both,overall,citizen,36.209
2020-01-01,Perak,P.055 Lenggong,both,overall,noncitizen,1.219
2020-01-01,Perak,P.055 Lenggong,female,overall,overall,18.222
2020-01-01,Perak,P.055 Lenggong,male,overall,overall,19.206
2021-01-01,Perak,P.055 Lenggong,both,overall,overall,37.7
2021-01-01,Perak,P.055 Lenggong,both,overall,citizen,36.5
2021-01-01,Perak,P.055 Lenggong,both,overall,noncitizen,1.2
2021-01-01,Perak,P.055 Lenggong,female,overall,overall,18.4
2021-01-01,Perak,P.055 Lenggong,male,overall,overall,19.3
2022-01-01,Perak,P.055 Lenggong,both,overall,overall,37.8
2022-01-01,Perak,P.055 Lenggong,both,overall,citizen,36.7
2022-01-01,Perak,P.055 Lenggong,both,overall,noncitizen,1.1
2022-01-01,Perak,P.055 Lenggong,female,overall,overall,18.5
2022-01-01,Perak,P.055 Lenggong,male,overall,overall,19.3
2020-01-01,Perak,P.056 Larut,both,overall,overall,66.02
2020-01-01,Perak,P.056 Larut,both,overall,citizen,64.19
2020-01-01,Perak,P.056 Larut,both,overall,noncitizen,1.83
2020-01-01,Perak,P.056 Larut,female,overall,overall,32.343
2020-01-01,Perak,P.056 Larut,male,overall,overall,33.677
2021-01-01,Perak,P.056 Larut,both,overall,overall,66.5
2021-01-01,Perak,P.056 Larut,both,overall,citizen,64.7
2021-01-01,Perak,P.056 Larut,both,overall,noncitizen,1.8
2021-01-01,Perak,P.056 Larut,female,overall,overall,32.6
2021-01-01,Perak,P.056 Larut,male,overall,overall,33.9
2022-01-01,Perak,P.056 Larut,both,overall,overall,66.7
2022-01-01,Perak,P.056 Larut,both,overall,citizen,65.099
2022-01-01,Perak,P.056 Larut,both,overall,noncitizen,1.6
2022-01-01,Perak,P.056 Larut,female,overall,overall,32.9
2022-01-01,Perak,P.056 Larut,male,overall,overall,33.8
2020-01-01,Perak,P.057 Parit Buntar,both,overall,overall,73.366
2020-01-01,Perak,P.057 Parit Buntar,both,overall,citizen,70.378
2020-01-01,Perak,P.057 Parit Buntar,both,overall,noncitizen,2.988
2020-01-01,Perak,P.057 Parit Buntar,female,overall,overall,35.563
2020-01-01,Perak,P.057 Parit Buntar,male,overall,overall,37.803
2021-01-01,Perak,P.057 Parit Buntar,both,overall,overall,73.9
2021-01-01,Perak,P.057 Parit Buntar,both,overall,citizen,71.0
2021-01-01,Perak,P.057 Parit Buntar,both,overall,noncitizen,3.0
2021-01-01,Perak,P.057 Parit Buntar,female,overall,overall,35.9
2021-01-01,Perak,P.057 Parit Buntar,male,overall,overall,38.1
2022-01-01,Perak,P.057 Parit Buntar,both,overall,overall,74.1
2022-01-01,Perak,P.057 Parit Buntar,both,overall,citizen,71.4
2022-01-01,Perak,P.057 Parit Buntar,both,overall,noncitizen,2.7
2022-01-01,Perak,P.057 Parit Buntar,female,overall,overall,36.1
2022-01-01,Perak,P.057 Parit Buntar,male,overall,overall,38.0
2020-01-01,Perak,P.058 Bagan Serai,both,overall,overall,92.986
2020-01-01,Perak,P.058 Bagan Serai,both,overall,citizen,90.335
2020-01-01,Perak,P.058 Bagan Serai,both,overall,noncitizen,2.651
2020-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.109
2020-01-01,Perak,P.058 Bagan Serai,male,overall,overall,47.877
2021-01-01,Perak,P.058 Bagan Serai,both,overall,overall,93.7
2021-01-01,Perak,P.058 Bagan Serai,both,overall,citizen,91.1
2021-01-01,Perak,P.058 Bagan Serai,both,overall,noncitizen,2.6
2021-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.5
2021-01-01,Perak,P.058 Bagan Serai,male,overall,overall,48.2
2022-01-01,Perak,P.058 Bagan Serai,both,overall,overall,93.9
2022-01-01,Perak,P.058 Bagan Serai,both,overall,citizen,91.6
2022-01-01,Perak,P.058 Bagan Serai,both,overall,noncitizen,2.4
2022-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.8
2022-01-01,Perak,P.058 Bagan Serai,male,overall,overall,48.1
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,107.813
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,citizen,102.363
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,noncitizen,5.45
2020-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,51.569
2020-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.244
2021-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,108.7
2021-01-01,Perak,P.059 Bukit Gantang,both,overall,citizen,103.3
2021-01-01,Perak,P.059 Bukit Gantang,both,overall,noncitizen,5.4
2021-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.0
2021-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.6
2022-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,108.9
2022-01-01,Perak,P.059 Bukit Gantang,both,overall,citizen,104.0
2022-01-01,Perak,P.059 Bukit Gantang,both,overall,noncitizen,4.9
2022-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.4
2022-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.5
2020-01-01,Perak,P.060 Taiping,both,overall,overall,130.712
2020-01-01,Perak,P.060 Taiping,both,overall,citizen,125.815
2020-01-01,Perak,P.060 Taiping,both,overall,noncitizen,4.897
2020-01-01,Perak,P.060 Taiping,female,overall,overall,63.165
2020-01-01,Perak,P.060 Taiping,male,overall,overall,67.547
2021-01-01,Perak,P.060 Taiping,both,overall,overall,131.7
2021-01-01,Perak,P.060 Taiping,both,overall,citizen,126.9
2021-01-01,Perak,P.060 Taiping,both,overall,noncitizen,4.9
2021-01-01,Perak,P.060 Taiping,female,overall,overall,63.7
2021-01-01,Perak,P.060 Taiping,male,overall,overall,68.0
2022-01-01,Perak,P.060 Taiping,both,overall,overall,132.1
2022-01-01,Perak,P.060 Taiping,both,overall,citizen,127.6
2022-01-01,Perak,P.060 Taiping,both,overall,noncitizen,4.4
2022-01-01,Perak,P.060 Taiping,female,overall,overall,64.2
2022-01-01,Perak,P.060 Taiping,male,overall,overall,67.9
2020-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.294
2020-01-01,Perak,P.061 Padang Rengas,both,overall,citizen,37.426
2020-01-01,Perak,P.061 Padang Rengas,both,overall,noncitizen,0.868
2020-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.052
2020-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.242
2021-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.6
2021-01-01,Perak,P.061 Padang Rengas,both,overall,citizen,37.7
2021-01-01,Perak,P.061 Padang Rengas,both,overall,noncitizen,0.9
2021-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.2
2021-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.4
2022-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.7
2022-01-01,Perak,P.061 Padang Rengas,both,overall,citizen,37.9
2022-01-01,Perak,P.061 Padang Rengas,both,overall,noncitizen,0.8
2022-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.4
2022-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.3
2020-01-01,Perak,P.062 Sungai Siput,both,overall,overall,86.815
2020-01-01,Perak,P.062 Sungai Siput,both,overall,citizen,83.9
2020-01-01,Perak,P.062 Sungai Siput,both,overall,noncitizen,2.915
2020-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.124
2020-01-01,Perak,P.062 Sungai Siput,male,overall,overall,44.691
2021-01-01,Perak,P.062 Sungai Siput,both,overall,overall,87.5
2021-01-01,Perak,P.062 Sungai Siput,both,overall,citizen,84.6
2021-01-01,Perak,P.062 Sungai Siput,both,overall,noncitizen,2.9
2021-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.5
2021-01-01,Perak,P.062 Sungai Siput,male,overall,overall,45.0
2022-01-01,Perak,P.062 Sungai Siput,both,overall,overall,87.7
2022-01-01,Perak,P.062 Sungai Siput,both,overall,citizen,85.1
2022-01-01,Perak,P.062 Sungai Siput,both,overall,noncitizen,2.6
2022-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.8
2022-01-01,Perak,P.062 Sungai Siput,male,overall,overall,44.9
2020-01-01,Perak,P.063 Tambun,both,overall,overall,259.166
2020-01-01,Perak,P.063 Tambun,both,overall,citizen,245.87
2020-01-01,Perak,P.063 Tambun,both,overall,noncitizen,13.296
2020-01-01,Perak,P.063 Tambun,female,overall,overall,125.177
2020-01-01,Perak,P.063 Tambun,male,overall,overall,133.989
2021-01-01,Perak,P.063 Tambun,both,overall,overall,261.2
2021-01-01,Perak,P.063 Tambun,both,overall,citizen,248.0
2021-01-01,Perak,P.063 Tambun,both,overall,noncitizen,13.2
2021-01-01,Perak,P.063 Tambun,female,overall,overall,126.3
2021-01-01,Perak,P.063 Tambun,male,overall,overall,134.9
2022-01-01,Perak,P.063 Tambun,both,overall,overall,261.8
2022-01-01,Perak,P.063 Tambun,both,overall,citizen,249.9
2022-01-01,Perak,P.063 Tambun,both,overall,noncitizen,11.9
2022-01-01,Perak,P.063 Tambun,female,overall,overall,127.2
2022-01-01,Perak,P.063 Tambun,male,overall,overall,134.6
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,134.7
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,citizen,126.126
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,noncitizen,8.574
2020-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,64.82
2020-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,69.88
2021-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,135.8
2021-01-01,Perak,P.064 Ipoh Timor,both,overall,citizen,127.2
2021-01-01,Perak,P.064 Ipoh Timor,both,overall,noncitizen,8.6
2021-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,65.4
2021-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,70.4
2022-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,136.1
2022-01-01,Perak,P.064 Ipoh Timor,both,overall,citizen,128.3
2022-01-01,Perak,P.064 Ipoh Timor,both,overall,noncitizen,7.8
2022-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,65.9
2022-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,70.2
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,134.978
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,citizen,127.1
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,noncitizen,7.878
2020-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,65.169
2020-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,69.809
2021-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,136.0
2021-01-01,Perak,P.065 Ipoh Barat,both,overall,citizen,128.199
2021-01-01,Perak,P.065 Ipoh Barat,both,overall,noncitizen,7.9
2021-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,65.8
2021-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,70.3
2022-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,136.4
2022-01-01,Perak,P.065 Ipoh Barat,both,overall,citizen,129.199
2022-01-01,Perak,P.065 Ipoh Barat,both,overall,noncitizen,7.2
2022-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,66.2
2022-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,70.1
2020-01-01,Perak,P.066 Batu Gajah,both,overall,overall,137.227
2020-01-01,Perak,P.066 Batu Gajah,both,overall,citizen,128.911
2020-01-01,Perak,P.066 Batu Gajah,both,overall,noncitizen,8.316
2020-01-01,Perak,P.066 Batu Gajah,female,overall,overall,64.47
2020-01-01,Perak,P.066 Batu Gajah,male,overall,overall,72.757
2021-01-01,Perak,P.066 Batu Gajah,both,overall,overall,138.3
2021-01-01,Perak,P.066 Batu Gajah,both,overall,citizen,130.0
2021-01-01,Perak,P.066 Batu Gajah,both,overall,noncitizen,8.3
2021-01-01,Perak,P.066 Batu Gajah,female,overall,overall,65.099
2021-01-01,Perak,P.066 Batu Gajah,male,overall,overall,73.3
2022-01-01,Perak,P.066 Batu Gajah,both,overall,overall,138.6
2022-01-01,Perak,P.066 Batu Gajah,both,overall,citizen,131.0
2022-01-01,Perak,P.066 Batu Gajah,both,overall,noncitizen,7.6
2022-01-01,Perak,P.066 Batu Gajah,female,overall,overall,65.5
2022-01-01,Perak,P.066 Batu Gajah,male,overall,overall,73.1
2020-01-01,Perak,P.067 Kuala Kangsar,both,overall,overall,51.789
2020-01-01,Perak,P.067 Kuala Kangsar,both,overall,citizen,50.68
2020-01-01,Perak,P.067 Kuala Kangsar,both,overall,noncitizen,1.109
2020-01-01,Perak,P.067 Kuala Kangsar,female,overall,overall,25.951
2020-01-01,Perak,P.067 Kuala Kangsar,male,overall,overall,25.838
2021-01-01,Perak,P.067 Kuala Kangsar,both,overall,overall,52.2
2021-01-01,Perak,P.067 Kuala Kangsar,both,overall,citizen,51.1
2021-01-01,Perak,P.067 Kuala Kangsar,both,overall,noncitizen,1.1
2021-01-01,Perak,P.067 Kuala Kangsar,female,overall,overall,26.2
2021-01-01,Perak,P.067 Kuala Kangsar,male,overall,overall,26.0
2022-01-01,Perak,P.067 Kuala Kangsar,both,overall,overall,52.3
2022-01-01,Perak,P.067 Kuala Kangsar,both,overall,citizen,51.3
2022-01-01,Perak,P.067 Kuala Kangsar,both,overall,noncitizen,1.0
2022-01-01,Perak,P.067 Kuala Kangsar,female,overall,overall,26.4
2022-01-01,Perak,P.067 Kuala Kangsar,male,overall,overall,26.0
2020-01-01,Perak,P.068 Beruas,both,overall,overall,119.756
2020-01-01,Perak,P.068 Beruas,both,overall,citizen,111.194
2020-01-01,Perak,P.068 Beruas,both,overall,noncitizen,8.562
2020-01-01,Perak,P.068 Beruas,female,overall,overall,55.98
2020-01-01,Perak,P.068 Beruas,male,overall,overall,63.776
2021-01-01,Perak,P.068 Beruas,both,overall,overall,120.7
2021-01-01,Perak,P.068 Beruas,both,overall,citizen,112.1
2021-01-01,Perak,P.068 Beruas,both,overall,noncitizen,8.6
2021-01-01,Perak,P.068 Beruas,female,overall,overall,56.5
2021-01-01,Perak,P.068 Beruas,male,overall,overall,64.2
2022-01-01,Perak,P.068 Beruas,both,overall,overall,121.0
2022-01-01,Perak,P.068 Beruas,both,overall,citizen,113.2
2022-01-01,Perak,P.068 Beruas,both,overall,noncitizen,7.8
2022-01-01,Perak,P.068 Beruas,female,overall,overall,56.9
2022-01-01,Perak,P.068 Beruas,male,overall,overall,64.099
2020-01-01,Perak,P.069 Parit,both,overall,overall,60.988
2020-01-01,Perak,P.069 Parit,both,overall,citizen,58.692
2020-01-01,Perak,P.069 Parit,both,overall,noncitizen,2.296
2020-01-01,Perak,P.069 Parit,female,overall,overall,29.57
2020-01-01,Perak,P.069 Parit,male,overall,overall,31.418
2021-01-01,Perak,P.069 Parit,both,overall,overall,61.5
2021-01-01,Perak,P.069 Parit,both,overall,citizen,59.2
2021-01-01,Perak,P.069 Parit,both,overall,noncitizen,2.3
2021-01-01,Perak,P.069 Parit,female,overall,overall,29.8
2021-01-01,Perak,P.069 Parit,male,overall,overall,31.6
2022-01-01,Perak,P.069 Parit,both,overall,overall,61.6
2022-01-01,Perak,P.069 Parit,both,overall,citizen,59.6
2022-01-01,Perak,P.069 Parit,both,overall,noncitizen,2.0
2022-01-01,Perak,P.069 Parit,female,overall,overall,30.0
2022-01-01,Perak,P.069 Parit,male,overall,overall,31.6
2020-01-01,Perak,P.070 Kampar,both,overall,overall,104.552
2020-01-01,Perak,P.070 Kampar,both,overall,citizen,100.333
2020-01-01,Perak,P.070 Kampar,both,overall,noncitizen,4.219
2020-01-01,Perak,P.070 Kampar,female,overall,overall,50.816
2020-01-01,Perak,P.070 Kampar,male,overall,overall,53.736
2021-01-01,Perak,P.070 Kampar,both,overall,overall,105.4
2021-01-01,Perak,P.070 Kampar,both,overall,citizen,101.2
2021-01-01,Perak,P.070 Kampar,both,overall,noncitizen,4.2
2021-01-01,Perak,P.070 Kampar,female,overall,overall,51.3
2021-01-01,Perak,P.070 Kampar,male,overall,overall,54.1
2022-01-01,Perak,P.070 Kampar,both,overall,overall,105.6
2022-01-01,Perak,P.070 Kampar,both,overall,citizen,101.8
2022-01-01,Perak,P.070 Kampar,both,overall,noncitizen,3.8
2022-01-01,Perak,P.070 Kampar,female,overall,overall,51.6
2022-01-01,Perak,P.070 Kampar,male,overall,overall,54.0
2020-01-01,Perak,P.071 Gopeng,both,overall,overall,216.236
2020-01-01,Perak,P.071 Gopeng,both,overall,citizen,204.396
2020-01-01,Perak,P.071 Gopeng,both,overall,noncitizen,11.84
2020-01-01,Perak,P.071 Gopeng,female,overall,overall,105.381
2020-01-01,Perak,P.071 Gopeng,male,overall,overall,110.855
2021-01-01,Perak,P.071 Gopeng,both,overall,overall,217.9
2021-01-01,Perak,P.071 Gopeng,both,overall,citizen,206.1
2021-01-01,Perak,P.071 Gopeng,both,overall,noncitizen,11.8
2021-01-01,Perak,P.071 Gopeng,female,overall,overall,106.3
2021-01-01,Perak,P.071 Gopeng,male,overall,overall,111.6
2022-01-01,Perak,P.071 Gopeng,both,overall,overall,218.5
2022-01-01,Perak,P.071 Gopeng,both,overall,citizen,207.7
2022-01-01,Perak,P.071 Gopeng,both,overall,noncitizen,10.7
2022-01-01,Perak,P.071 Gopeng,female,overall,overall,107.1
2022-01-01,Perak,P.071 Gopeng,male,overall,overall,111.4
2020-01-01,Perak,P.072 Tapah,both,overall,overall,79.093
2020-01-01,Perak,P.072 Tapah,both,overall,citizen,75.953
2020-01-01,Perak,P.072 Tapah,both,overall,noncitizen,3.14
2020-01-01,Perak,P.072 Tapah,female,overall,overall,36.505
2020-01-01,Perak,P.072 Tapah,male,overall,overall,42.588
2021-01-01,Perak,P.072 Tapah,both,overall,overall,79.7
2021-01-01,Perak,P.072 Tapah,both,overall,citizen,76.6
2021-01-01,Perak,P.072 Tapah,both,overall,noncitizen,3.1
2021-01-01,Perak,P.072 Tapah,female,overall,overall,36.8
2021-01-01,Perak,P.072 Tapah,male,overall,overall,42.9
2022-01-01,Perak,P.072 Tapah,both,overall,overall,79.9
2022-01-01,Perak,P.072 Tapah,both,overall,citizen,77.1
2022-01-01,Perak,P.072 Tapah,both,overall,noncitizen,2.8
2022-01-01,Perak,P.072 Tapah,female,overall,overall,37.1
2022-01-01,Perak,P.072 Tapah,male,overall,overall,42.8
2020-01-01,Perak,P.073 Pasir Salak,both,overall,overall,80.485
2020-01-01,Perak,P.073 Pasir Salak,both,overall,citizen,75.174
2020-01-01,Perak,P.073 Pasir Salak,both,overall,noncitizen,5.311
2020-01-01,Perak,P.073 Pasir Salak,female,overall,overall,37.678
2020-01-01,Perak,P.073 Pasir Salak,male,overall,overall,42.807
2021-01-01,Perak,P.073 Pasir Salak,both,overall,overall,81.1
2021-01-01,Perak,P.073 Pasir Salak,both,overall,citizen,75.8
2021-01-01,Perak,P.073 Pasir Salak,both,overall,noncitizen,5.3
2021-01-01,Perak,P.073 Pasir Salak,female,overall,overall,38.0
2021-01-01,Perak,P.073 Pasir Salak,male,overall,overall,43.1
2022-01-01,Perak,P.073 Pasir Salak,both,overall,overall,81.3
2022-01-01,Perak,P.073 Pasir Salak,both,overall,citizen,76.6
2022-01-01,Perak,P.073 Pasir Salak,both,overall,noncitizen,4.8
2022-01-01,Perak,P.073 Pasir Salak,female,overall,overall,38.3
2022-01-01,Perak,P.073 Pasir Salak,male,overall,overall,43.0
2020-01-01,Perak,P.074 Lumut,both,overall,overall,124.32
2020-01-01,Perak,P.074 Lumut,both,overall,citizen,115.623
2020-01-01,Perak,P.074 Lumut,both,overall,noncitizen,8.697
2020-01-01,Perak,P.074 Lumut,female,overall,overall,56.569
2020-01-01,Perak,P.074 Lumut,male,overall,overall,67.751
2021-01-01,Perak,P.074 Lumut,both,overall,overall,125.3
2021-01-01,Perak,P.074 Lumut,both,overall,citizen,116.7
2021-01-01,Perak,P.074 Lumut,both,overall,noncitizen,8.6
2021-01-01,Perak,P.074 Lumut,female,overall,overall,57.1
2021-01-01,Perak,P.074 Lumut,male,overall,overall,68.2
2022-01-01,Perak,P.074 Lumut,both,overall,overall,125.6
2022-01-01,Perak,P.074 Lumut,both,overall,citizen,117.8
2022-01-01,Perak,P.074 Lumut,both,overall,noncitizen,7.8
2022-01-01,Perak,P.074 Lumut,female,overall,overall,57.5
2022-01-01,Perak,P.074 Lumut,male,overall,overall,68.1
2020-01-01,Perak,P.075 Bagan Datuk,both,overall,overall,76.495
2020-01-01,Perak,P.075 Bagan Datuk,both,overall,citizen,69.276
2020-01-01,Perak,P.075 Bagan Datuk,both,overall,noncitizen,7.219
2020-01-01,Perak,P.075 Bagan Datuk,female,overall,overall,35.111
2020-01-01,Perak,P.075 Bagan Datuk,male,overall,overall,41.384
2021-01-01,Perak,P.075 Bagan Datuk,both,overall,overall,77.1
2021-01-01,Perak,P.075 Bagan Datuk,both,overall,citizen,69.9
2021-01-01,Perak,P.075 Bagan Datuk,both,overall,noncitizen,7.2
2021-01-01,Perak,P.075 Bagan Datuk,female,overall,overall,35.4
2021-01-01,Perak,P.075 Bagan Datuk,male,overall,overall,41.7
2022-01-01,Perak,P.075 Bagan Datuk,both,overall,overall,77.3
2022-01-01,Perak,P.075 Bagan Datuk,both,overall,citizen,70.7
2022-01-01,Perak,P.075 Bagan Datuk,both,overall,noncitizen,6.5
2022-01-01,Perak,P.075 Bagan Datuk,female,overall,overall,35.7
2022-01-01,Perak,P.075 Bagan Datuk,male,overall,overall,41.6
2020-01-01,Perak,P.076 Teluk Intan,both,overall,overall,103.065
2020-01-01,Perak,P.076 Teluk Intan,both,overall,citizen,91.779
2020-01-01,Perak,P.076 Teluk Intan,both,overall,noncitizen,11.286
2020-01-01,Perak,P.076 Teluk Intan,female,overall,overall,47.197
2020-01-01,Perak,P.076 Teluk Intan,male,overall,overall,55.868
2021-01-01,Perak,P.076 Teluk Intan,both,overall,overall,103.9
2021-01-01,Perak,P.076 Teluk Intan,both,overall,citizen,92.6
2021-01-01,Perak,P.076 Teluk Intan,both,overall,noncitizen,11.3
2021-01-01,Perak,P.076 Teluk Intan,female,overall,overall,47.6
2021-01-01,Perak,P.076 Teluk Intan,male,overall,overall,56.2
2022-01-01,Perak,P.076 Teluk Intan,both,overall,overall,104.1
2022-01-01,Perak,P.076 Teluk Intan,both,overall,citizen,93.9
2022-01-01,Perak,P.076 Teluk Intan,both,overall,noncitizen,10.3
2022-01-01,Perak,P.076 Teluk Intan,female,overall,overall,48.0
2022-01-01,Perak,P.076 Teluk Intan,male,overall,overall,56.2
2020-01-01,Perak,P.077 Tanjong Malim,both,overall,overall,122.947
2020-01-01,Perak,P.077 Tanjong Malim,both,overall,citizen,117.705
2020-01-01,Perak,P.077 Tanjong Malim,both,overall,noncitizen,5.242
2020-01-01,Perak,P.077 Tanjong Malim,female,overall,overall,61.219
2020-01-01,Perak,P.077 Tanjong Malim,male,overall,overall,61.728
2021-01-01,Perak,P.077 Tanjong Malim,both,overall,overall,123.9
2021-01-01,Perak,P.077 Tanjong Malim,both,overall,citizen,118.7
2021-01-01,Perak,P.077 Tanjong Malim,both,overall,noncitizen,5.2
2021-01-01,Perak,P.077 Tanjong Malim,female,overall,overall,61.8
2021-01-01,Perak,P.077 Tanjong Malim,male,overall,overall,62.1
2022-01-01,Perak,P.077 Tanjong Malim,both,overall,overall,124.2
2022-01-01,Perak,P.077 Tanjong Malim,both,overall,citizen,119.5
2022-01-01,Perak,P.077 Tanjong Malim,both,overall,noncitizen,4.7
2022-01-01,Perak,P.077 Tanjong Malim,female,overall,overall,62.2
2022-01-01,Perak,P.077 Tanjong Malim,male,overall,overall,62.0
2020-01-01,Pahang,P.078 Cameron Highlands,both,overall,overall,68.001
2020-01-01,Pahang,P.078 Cameron Highlands,both,overall,citizen,62.072
2020-01-01,Pahang,P.078 Cameron Highlands,both,overall,noncitizen,5.929
2020-01-01,Pahang,P.078 Cameron Highlands,female,overall,overall,30.893
2020-01-01,Pahang,P.078 Cameron Highlands,male,overall,overall,37.108
2021-01-01,Pahang,P.078 Cameron Highlands,both,overall,overall,68.4
2021-01-01,Pahang,P.078 Cameron Highlands,both,overall,citizen,62.8
2021-01-01,Pahang,P.078 Cameron Highlands,both,overall,noncitizen,5.6
2021-01-01,Pahang,P.078 Cameron Highlands,female,overall,overall,31.2
2021-01-01,Pahang,P.078 Cameron Highlands,male,overall,overall,37.2
2022-01-01,Pahang,P.078 Cameron Highlands,both,overall,overall,68.9
2022-01-01,Pahang,P.078 Cameron Highlands,both,overall,citizen,63.4
2022-01-01,Pahang,P.078 Cameron Highlands,both,overall,noncitizen,5.5
2022-01-01,Pahang,P.078 Cameron Highlands,female,overall,overall,31.5
2022-01-01,Pahang,P.078 Cameron Highlands,male,overall,overall,37.4
2020-01-01,Pahang,P.079 Lipis,both,overall,overall,67.853
2020-01-01,Pahang,P.079 Lipis,both,overall,citizen,64.19
2020-01-01,Pahang,P.079 Lipis,both,overall,noncitizen,3.663
2020-01-01,Pahang,P.079 Lipis,female,overall,overall,31.445
2020-01-01,Pahang,P.079 Lipis,male,overall,overall,36.408
