date,state,parlimen,dun,sex,age,ethnicity,population
2020-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,female,overall,overall,14.734
2020-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,male,overall,overall,15.978
2021-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,overall,31.0
2021-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,citizen,30.2
2021-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,noncitizen,0.7
2021-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,female,overall,overall,14.9
2021-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,male,overall,overall,16.1
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,overall,31.0
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,citizen,30.4
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,both,overall,noncitizen,0.6
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,female,overall,overall,15.0
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,male,overall,overall,16.1
2020-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,overall,33.625
2020-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,citizen,32.551
2020-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,noncitizen,1.074
2020-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,female,overall,overall,16.197
2020-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,male,overall,overall,17.428
2021-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,overall,33.9
2021-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,citizen,32.8
2021-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,noncitizen,1.1
2021-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,female,overall,overall,16.3
2021-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,male,overall,overall,17.5
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,overall,34.0
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,citizen,33.0
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,both,overall,noncitizen,1.0
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,female,overall,overall,16.5
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,male,overall,overall,17.5
2020-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,overall,30.451
2020-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,citizen,29.724
2020-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,noncitizen,0.727
2020-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,female,overall,overall,14.978
2020-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,male,overall,overall,15.473
2021-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,overall,30.7
2021-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,citizen,30.0
2021-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,noncitizen,0.7
2021-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,female,overall,overall,15.1
2021-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,male,overall,overall,15.6
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,overall,30.8
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,citizen,30.1
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,both,overall,noncitizen,0.6
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,female,overall,overall,15.2
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,male,overall,overall,15.5
2020-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,overall,28.91
2020-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,citizen,28.06
2020-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,noncitizen,0.85
2020-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,female,overall,overall,13.934
2020-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,male,overall,overall,14.976
2021-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,overall,29.1
2021-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,citizen,28.3
2021-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,noncitizen,0.8
2021-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,female,overall,overall,14.1
2021-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,male,overall,overall,15.1
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,overall,29.2
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,citizen,28.4
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,both,overall,noncitizen,0.8
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,female,overall,overall,14.2
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,male,overall,overall,15.0
2020-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,overall,46.387
2020-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,citizen,43.508
2020-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,noncitizen,2.879
2020-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,female,overall,overall,21.859
2020-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,male,overall,overall,24.528
2021-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,overall,46.8
2021-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,citizen,43.9
2021-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,noncitizen,2.9
2021-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,female,overall,overall,22.1
2021-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,male,overall,overall,24.7
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,overall,46.9
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,citizen,44.3
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,both,overall,noncitizen,2.6
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,female,overall,overall,22.2
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,male,overall,overall,24.7
2020-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,overall,44.895
2020-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,citizen,43.512
2020-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,noncitizen,1.383
2020-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,female,overall,overall,22.094
2020-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,male,overall,overall,22.801
2021-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,overall,45.3
2021-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,citizen,43.9
2021-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,noncitizen,1.4
2021-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,female,overall,overall,22.3
2021-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,male,overall,overall,23.0
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,overall,45.4
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,citizen,44.1
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,both,overall,noncitizen,1.2
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,female,overall,overall,22.5
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,male,overall,overall,22.9
2020-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,overall,16.531
2020-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,citizen,15.343
2020-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,noncitizen,1.188
2020-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,female,overall,overall,7.616
2020-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,male,overall,overall,8.915
2021-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,overall,16.7
2021-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,citizen,15.5
2021-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,noncitizen,1.2
2021-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,female,overall,overall,7.7
2021-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,male,overall,overall,9.0
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,overall,16.7
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,citizen,15.6
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,both,overall,noncitizen,1.1
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,female,overall,overall,7.7
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,male,overall,overall,9.0
2020-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,overall,40.215
2020-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,citizen,38.732
2020-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,noncitizen,1.483
2020-01-01,Perak,P.060 Taiping,N.16 Kamunting,female,overall,overall,19.563
2020-01-01,Perak,P.060 Taiping,N.16 Kamunting,male,overall,overall,20.652
2021-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,overall,40.5
2021-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,citizen,39.1
2021-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,noncitizen,1.5
2021-01-01,Perak,P.060 Taiping,N.16 Kamunting,female,overall,overall,19.7
2021-01-01,Perak,P.060 Taiping,N.16 Kamunting,male,overall,overall,20.8
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,overall,40.6
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,citizen,39.3
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,both,overall,noncitizen,1.3
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,female,overall,overall,19.9
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,male,overall,overall,20.8
2020-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,overall,36.444
2020-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,citizen,34.941
2020-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,noncitizen,1.503
2020-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,female,overall,overall,17.391
2020-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,male,overall,overall,19.053
2021-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,overall,36.7
2021-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,citizen,35.2
2021-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,noncitizen,1.5
2021-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,female,overall,overall,17.6
2021-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,male,overall,overall,19.2
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,overall,36.8
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,citizen,35.5
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,both,overall,noncitizen,1.4
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,female,overall,overall,17.7
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,male,overall,overall,19.1
2020-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,overall,54.053
2020-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,citizen,52.142
2020-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,noncitizen,1.911
2020-01-01,Perak,P.060 Taiping,N.18 Aulong,female,overall,overall,26.211
2020-01-01,Perak,P.060 Taiping,N.18 Aulong,male,overall,overall,27.842
2021-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,overall,54.5
2021-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,citizen,52.6
2021-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,noncitizen,1.9
2021-01-01,Perak,P.060 Taiping,N.18 Aulong,female,overall,overall,26.5
2021-01-01,Perak,P.060 Taiping,N.18 Aulong,male,overall,overall,28.0
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,overall,54.6
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,citizen,52.9
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,both,overall,noncitizen,1.7
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,female,overall,overall,26.6
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,male,overall,overall,28.0
2020-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,overall,16.881
2020-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,citizen,16.543
2020-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,noncitizen,0.338
2020-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,female,overall,overall,8.333
2020-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,male,overall,overall,8.548
2021-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,overall,17.0
2021-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,citizen,16.7
2021-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,noncitizen,0.3
2021-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,female,overall,overall,8.4
2021-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,male,overall,overall,8.6
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,overall,17.1
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,citizen,16.8
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,both,overall,noncitizen,0.3
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,female,overall,overall,8.5
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,male,overall,overall,8.6
2020-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,overall,21.413
2020-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,citizen,20.883
2020-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,noncitizen,0.53
2020-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,female,overall,overall,10.719
2020-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,male,overall,overall,10.694
2021-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,overall,21.6
2021-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,citizen,21.1
2021-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,noncitizen,0.5
2021-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,female,overall,overall,10.8
2021-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,male,overall,overall,10.8
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,overall,21.6
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,citizen,21.2
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,both,overall,noncitizen,0.5
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,female,overall,overall,10.9
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,male,overall,overall,10.7
2020-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,overall,38.703
2020-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,citizen,37.203
2020-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,noncitizen,1.5
2020-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,female,overall,overall,18.476
2020-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,male,overall,overall,20.227
2021-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,overall,39.0
2021-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,citizen,37.5
2021-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,noncitizen,1.5
2021-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,female,overall,overall,18.6
2021-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,male,overall,overall,20.4
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,overall,39.1
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,citizen,37.8
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,both,overall,noncitizen,1.3
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,female,overall,overall,18.8
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,male,overall,overall,20.3
2020-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,overall,48.112
2020-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,citizen,46.697
2020-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,noncitizen,1.415
2020-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,female,overall,overall,23.648
2020-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,male,overall,overall,24.464
2021-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,overall,48.5
2021-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,citizen,47.1
2021-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,noncitizen,1.4
2021-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,female,overall,overall,23.9
2021-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,male,overall,overall,24.6
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,overall,48.6
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,citizen,47.3
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,both,overall,noncitizen,1.3
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,female,overall,overall,24.0
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,male,overall,overall,24.6
2020-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,overall,145.492
2020-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,citizen,137.527
2020-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,noncitizen,7.965
2020-01-01,Perak,P.063 Tambun,N.23 Manjoi,female,overall,overall,70.789
2020-01-01,Perak,P.063 Tambun,N.23 Manjoi,male,overall,overall,74.703
2021-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,overall,146.6
2021-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,citizen,138.7
2021-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,noncitizen,7.9
2021-01-01,Perak,P.063 Tambun,N.23 Manjoi,female,overall,overall,71.4
2021-01-01,Perak,P.063 Tambun,N.23 Manjoi,male,overall,overall,75.2
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,overall,147.0
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,citizen,139.8
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,both,overall,noncitizen,7.1
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,female,overall,overall,71.9
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,male,overall,overall,75.1
2020-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,overall,113.674
2020-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,citizen,108.343
2020-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,noncitizen,5.331
2020-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,female,overall,overall,54.388
2020-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,male,overall,overall,59.286
2021-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,overall,114.6
2021-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,citizen,109.3
2021-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,noncitizen,5.3
2021-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,female,overall,overall,54.9
2021-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,male,overall,overall,59.7
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,overall,114.8
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,citizen,110.1
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,both,overall,noncitizen,4.8
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,female,overall,overall,55.3
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,male,overall,overall,59.6
2020-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,overall,46.935
2020-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,citizen,43.4
2020-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,noncitizen,3.535
2020-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,female,overall,overall,22.274
2020-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,male,overall,overall,24.661
2021-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,overall,47.3
2021-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,citizen,43.8
2021-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,noncitizen,3.5
2021-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,female,overall,overall,22.5
2021-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,male,overall,overall,24.8
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,overall,47.4
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,citizen,44.2
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,both,overall,noncitizen,3.2
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,female,overall,overall,22.6
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,male,overall,overall,24.8
2020-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,overall,55.108
2020-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,citizen,52.392
2020-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,noncitizen,2.716
2020-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,female,overall,overall,26.622
2020-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,male,overall,overall,28.486
2021-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,overall,55.5
2021-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,citizen,52.8
2021-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,noncitizen,2.7
2021-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,female,overall,overall,26.9
2021-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,male,overall,overall,28.7
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,overall,55.7
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,citizen,53.2
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,both,overall,noncitizen,2.4
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,female,overall,overall,27.1
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,male,overall,overall,28.6
2020-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,overall,32.657
2020-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,citizen,30.334
2020-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,noncitizen,2.323
2020-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,female,overall,overall,15.924
2020-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,male,overall,overall,16.733
2021-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,overall,32.9
2021-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,citizen,30.6
2021-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,noncitizen,2.3
2021-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,female,overall,overall,16.1
2021-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,male,overall,overall,16.8
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,overall,33.0
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,citizen,30.9
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,both,overall,noncitizen,2.1
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,female,overall,overall,16.2
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,male,overall,overall,16.8
2020-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,overall,70.269
2020-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,citizen,65.922
2020-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,noncitizen,4.347
2020-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,female,overall,overall,33.667
2020-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,male,overall,overall,36.602
2021-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,overall,70.8
2021-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,citizen,66.5
2021-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,noncitizen,4.4
2021-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,female,overall,overall,34.0
2021-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,male,overall,overall,36.9
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,overall,71.0
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,citizen,67.0
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,both,overall,noncitizen,4.0
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,female,overall,overall,34.2
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,male,overall,overall,36.8
2020-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,both,overall,overall,23.188
2020-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,both,overall,citizen,21.676
2020-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,both,overall,noncitizen,1.512
